4,,
root1,3,
2356.000000,1730.000000,880.000000
2574.000000,184.000000,730.000000
1530.000000,-902.000000,730.000000
root2,2,
3128.000000,-860.000000,918.000000
3034.000000,2570.000000,702.000000
root3,7,
676.000000,1662.000000,886.000000
1638.000000,860.000000,776.000000
3198.000000,-548.000000,776.000000
562.000000,-128.000000,776.000000
1474.000000,1106.000000,776.000000
2222.000000,1838.000000,776.000000
3266.000000,78.000000,776.000000
root4,3,
1308.000000,-894.000000,912.000000
3250.000000,1770.000000,790.000000
840.000000,1378.000000,632.000000
