waveID,spawnPoint,startTime,endTime,intervalTime,zombi,zombiRatio,eventmessage
1,9999,2,0,0,9999,1,1184
1,9999,10,0,0,9999,1,1185
1,9999,55,0,0,9999,1,1186
1,1001,60,21600,0,501,1,
1,101,0,0,15,1 2,1 1,
1,102,0,0,15,3 4,1 1,
1,103,0,0,15,5 6,1 1,
1,104,0,0,15,42,1,
1,105,0,0,15,111,1,
1,106,0,0,15,112,1,
1,107,0,0,15,1 2,1 1,
1,108,0,0,15,3 4,1 1,
2,9999,2,0,0,9999,1,1187
2,9999,10,0,0,9999,1,1188
2,9999,55,0,0,9999,1,1189
2,201,60,21600,0,31200,1,
2,202,0,0,10,1 2,1 1,
2,203,0,0,10,3 4,1 1,
2,204,0,0,10,5 6,1 1,
2,205,0,0,10,42,1,
2,206,0,0,10,111,1,
2,207,0,0,10,112,1,
2,208,0,0,10,1 2,1 1,
2,209,0,0,10,3 4,1 1,
3,9999,2,0,0,9999,1,1190
3,9999,10,0,0,9999,1,1191
3,9999,55,0,0,9999,1,1192
3,3001,60,21600,0,31300,1,
3,301,0,0,8,1 2,1 1,
3,302,0,0,8,3 4,1 1,
3,303,0,0,8,5 6,1 1,
3,304,0,0,8,42,1,
3,305,0,0,8,111,1,
3,306,0,0,8,112,1,
3,307,0,0,8,1 2,1 1,
3,308,0,0,8,3 4,1 1,
3,309,0,0,8,5 6,1 1,
3,310,0,0,8,42,1,
4,9999,2,0,0,9999,1,1193
4,9999,10,0,0,9999,1,1194
4,9999,55,0,0,9999,1,1195
4,4001,60,21600,0,32000,1,
4,4002,60,21600,0,32001,1,
4,401,0,0,6,1 2,1 1,
4,402,0,0,6,3 4,1 1,
4,403,0,0,6,5 6,1 1,
4,404,0,0,6,42,1,
4,405,0,0,6,111,1,
4,406,0,0,6,112,1,
4,407,0,0,6,1 2,1 1,
4,408,0,0,6,3 4,1 1,
4,409,0,0,6,5 6,1 1,
4,410,0,0,6,42,1,
4,411,0,0,6,111,1,
4,412,0,0,6,112,1,
4,413,0,0,6,1 2,1 1,
4,414,0,0,6,3 4,1 1,
100,9999,2,0,0,9999,1,1196
100,9999,5,0,0,9999,1,1197
100,9999,7,0,0,9999,1,1198
100,30001,0,0,0,32200,1,
100,501,0,21600,8,1 2,1 1,
100,502,0,21600,8,3 4,1 1,
100,503,0,21600,8,5 6,1 1,
100,504,0,21600,8,42,1,
100,505,0,21600,8,111 112,1 1,
100,506,0,21600,8,1 2,1 1,
100,507,0,21600,8,3 4,1 1,
100,508,0,21600,8,5 6,1 1,
100,9999,0,0,0,9999,1,1034
100,9999,3,0,0,9999,1,1035
100,9999,6,0,0,9999,1,1036
100,9999,9,0,0,9999,1,1037
100,9999,12,0,0,9999,1,1038
101,30001,8,0,0,32201,1,
101,501,0,21600,8,1 2,1 1,
101,502,0,21600,8,3 4,1 1,
101,503,0,21600,8,5 6,1 1,
101,504,0,21600,8,42,1,
101,505,0,21600,8,111 112,1 1,
101,506,0,21600,8,1 2,1 1,
101,507,0,21600,8,3 4,1 1,
101,508,0,21600,8,5 6,1 1,
101,9999,30,0,0,9999,1,1044
101,9999,60,0,0,9999,1,1045
101,9999,90,0,0,9999,1,1056
101,9999,120,0,0,9999,1,1057
101,9999,123,0,0,9999,1,1058
101,9999,180,0,0,9999,1,1059
101,9999,210,0,0,9999,1,1060
101,9999,240,0,0,9999,1,1061
102,500,0,0,0,500,1,
