x,y,z,pitch,yaw,roll,type,useCount,difficulty,model
-1210.040039,-228.001007,383.533997,0.000000,270.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-837.958008,-228.000000,383.533997,0.000000,90.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-1094.040039,1820.000000,383.533997,0.000000,270.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-953.958008,1820.000000,383.533997,0.000000,90.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-1252.000000,-429.959015,-192.466003,0.000000,180.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-1252.000000,-594.041992,-192.466003,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-1042.040039,-2156.000000,-192.466003,0.000000,270.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-1005.960022,-2156.000000,-192.466003,0.000000,90.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-1396.000000,-1965.959961,63.533798,0.000000,180.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-1396.000000,-2002.040039,63.533798,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-2548.000000,-909.958008,-192.466003,0.000000,180.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-2548.000000,-1138.040039,-192.466003,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-3074.040039,1232.000000,-192.466003,0.000000,270.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-3069.959961,820.000977,-192.466003,0.000000,90.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-2868.000000,1026.040039,-192.466003,0.000000,180.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-3276.000000,1021.960022,-192.466003,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-3316.000000,-1826.040039,319.533997,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-2828.000000,-1826.040039,319.533997,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-2540.000000,-2578.040039,319.533997,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-2540.000000,-3570.040039,319.533997,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
484.000000,-2925.959961,-192.466003,0.000000,180.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
484.000000,-3218.040039,-192.466003,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
1581.959961,404.000000,-1984.469971,0.000000,270.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
2157.959961,243.998993,-1984.469971,0.000000,270.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
