1,-2033.000000,2303.000000,511.000000,-1807.000000,3841.000000,737.000000
10,-449.000000,-1153.000000,-1.000000,-255.000000,-895.000000,225.000000
18,1663.000000,-3841.000000,-2049.000000,2465.000000,-2303.000000,1.000000
11,-1153.000000,-1489.000000,-1.000000,-895.000000,-1247.000000,225.000000
12,-2561.000000,-1281.000000,-257.000000,-2303.000000,-767.000000,-31.000000
13,-3201.000000,-257.000000,-257.000000,-2943.000000,257.000000,225.000000
14,-3201.000000,-2529.000000,255.000000,-2943.000000,-2271.000000,513.000000
15,-2945.000000,-3969.000000,255.000000,-2559.000000,-3583.000000,513.000000
16,-1921.000000,-3585.000000,-257.000000,-1535.000000,-2559.000000,513.000000
19,1791.000000,-1537.000000,-2049.000000,2305.000000,-1343.000000,-1535.000000
2,-1793.000000,2687.000000,-1.000000,-1535.000000,3457.000000,161.000000
3,-1777.000000,1535.000000,255.000000,-271.000000,1793.000000,513.000000
4,-769.000000,-129.000000,255.000000,-511.000000,129.000000,481.000000
5,-1537.000000,-257.000000,-257.000000,-1279.000000,1.000000,-31.000000
6,-769.000000,-257.000000,-257.000000,-511.000000,1.000000,-31.000000
7,-1537.000000,-641.000000,-385.000000,-1279.000000,-383.000000,-143.000000
8,-1409.000000,-2177.000000,-257.000000,-1087.000000,-1919.000000,-31.000000
9,-705.000000,-1585.000000,-257.000000,-511.000000,-1359.000000,-31.000000
50,-3713.000000,2559.000000,767.000000,-3135.000000,3585.000000,993.000000
20,1567.000000,-97.000000,-2049.000000,2177.000000,417.000000,-1535.000000
17,-769.000000,-3585.000000,-257.000000,-383.000000,-2559.000000,513.000000
