TotalPathNum,234,,,,
targetname,x,y,z,target,altName
r1,-3456.000000,-1824.000000,32.000000,r2,r-a1
r3,-3408.000000,-1547.000000,32.000000,r4,
r5,-3061.000000,-1201.000000,32.000000,r6,
r7,-2304.000000,-1152.000000,32.000000,r8,
r9,-1670.000000,-890.000000,32.000000,r10,
r11,-1408.000000,-256.000000,32.000000,r12,
r13,-1476.000000,599.000000,32.000000,r14,
r15,-1961.000000,1084.000000,32.000000,r16,
r17,-2816.000000,1152.000000,32.000000,r18,
r19,-3269.000000,1339.000000,32.000000,r20,
r21,-3456.000000,1792.000000,32.000000,r22,
r23,-3408.000000,3061.000000,32.000000,r24,
r25,-3061.000000,3407.000000,32.000000,r26,
r27,-1824.000000,3456.000000,32.000000,r28,r-a2-1
r29,-1547.000000,3408.000000,32.000000,r30,
r31,-1201.000000,3061.000000,32.000000,r32,
r33,-1152.000000,1792.000000,32.000000,r34,
r35,-890.000000,1158.000000,32.000000,r36,
r37,-256.000000,896.000000,32.000000,r38,
r39,599.000000,964.000000,32.000000,r40,
r41,1084.000000,1449.000000,32.000000,r42,
r43,1152.000000,2816.000000,32.000000,r44,
r45,1339.000000,3269.000000,32.000000,r46,
r47,1792.000000,3456.000000,32.000000,r48,
r48,2816.000000,3456.000000,32.000000,r49,
r51,3407.000000,3061.000000,32.000000,r52,
r53,3456.000000,1824.000000,32.000000,r54,r-a3-1
r55,3408.000000,1547.000000,32.000000,r56,
r57,3061.000000,1201.000000,32.000000,r58,
r59,1792.000000,1152.000000,32.000000,r60,
r61,1158.000000,890.000000,32.000000,r62,
r63,896.000000,256.000000,32.000000,r64,
r65,964.000000,-599.000000,32.000000,r66,
r67,1449.000000,-1084.000000,32.000000,r68,
r69,2816.000000,-1152.000000,32.000000,r70,
r71,3269.000000,-1339.000000,32.000000,r72,
r73,3456.000000,-1792.000000,32.000000,r74,
r75,3408.000000,-3061.000000,32.000000,r76,
r77,3061.000000,-3407.000000,32.000000,r78,
r79,1824.000000,-3456.000000,32.000000,r80,r-a4
r81,1547.000000,-3408.000000,32.000000,r82,
r83,1201.000000,-3061.000000,32.000000,r84,
r85,1152.000000,-2304.000000,32.000000,r86,
r87,890.000000,-1670.000000,32.000000,r88,
r89,256.000000,-1408.000000,32.000000,r90,
r91,-599.000000,-1476.000000,32.000000,r92,
r93,-1084.000000,-1961.000000,32.000000,r94,
r95,-1152.000000,-2816.000000,32.000000,r96,
r97,-1339.000000,-3269.000000,32.000000,r98,
r99,-1792.000000,-3456.000000,32.000000,r100,
r101,-3061.000000,-3408.000000,32.000000,r102,
r103,-3407.000000,-3061.000000,32.000000,r104,
r104,-3456.000000,-2816.000000,32.000000,r0,
r102,-3269.000000,-3269.000000,32.000000,r103,
r100,-2816.000000,-3456.000000,32.000000,r101,
r98,-1547.000000,-3407.000000,32.000000,r99,
r96,-1200.000000,-3061.000000,32.000000,r97,
r94,-1152.000000,-2304.000000,32.000000,r95,
r92,-890.000000,-1670.000000,32.000000,r93,
r90,-256.000000,-1408.000000,32.000000,r91,
r88,599.000000,-1476.000000,32.000000,r89,
r86,1084.000000,-1961.000000,32.000000,r87,
r84,1152.000000,-2816.000000,32.000000,r85,
r82,1339.000000,-3269.000000,32.000000,r83,
r80,1792.000000,-3456.000000,32.000000,r81,
r78,2816.000000,-3456.000000,32.000000,r79,
r76,3269.000000,-3269.000000,32.000000,r77,
r74,3456.000000,-2816.000000,32.000000,r75,
r72,3407.000000,-1547.000000,32.000000,r73,
r70,3061.000000,-1200.000000,32.000000,r71,
r68,1792.000000,-1152.000000,32.000000,r69,
r66,1158.000000,-890.000000,32.000000,r67,
r64,896.000000,-256.000000,32.000000,r65,
r62,964.000000,599.000000,32.000000,r63,
r60,1449.000000,1084.000000,32.000000,r61,
r58,2816.000000,1152.000000,32.000000,r59,
r56,3269.000000,1339.000000,32.000000,r57,
r54,3456.000000,1792.000000,32.000000,r55,
r52,3456.000000,2816.000000,32.000000,r53,
r50,3269.000000,3269.000000,32.000000,r51,
r49,3061.000000,3408.000000,32.000000,r50,
r46,1547.000000,3407.000000,32.000000,r47,
r44,1200.000000,3061.000000,32.000000,r45,
r42,1152.000000,1792.000000,32.000000,r43,
r40,890.000000,1158.000000,32.000000,r41,
r38,256.000000,896.000000,32.000000,r39,
r36,-599.000000,964.000000,32.000000,r37,
r34,-1084.000000,1449.000000,32.000000,r35,
r32,-1152.000000,2816.000000,32.000000,r33,
r30,-1339.000000,3269.000000,32.000000,r31,
r28,-1792.000000,3456.000000,32.000000,r29,
r26,-2816.000000,3456.000000,32.000000,r27,
r24,-3269.000000,3269.000000,32.000000,r25,
r22,-3456.000000,2816.000000,32.000000,r23,
r20,-3407.000000,1547.000000,32.000000,r21,
r18,-3061.000000,1200.000000,32.000000,r19,
r16,-2304.000000,1152.000000,32.000000,r17,
r14,-1670.000000,890.000000,32.000000,r15,
r12,-1408.000000,256.000000,32.000000,r13,
r10,-1476.000000,-599.000000,32.000000,r11,
r8,-1961.000000,-1084.000000,32.000000,r9,
r6,-2816.000000,-1152.000000,32.000000,r7,
r4,-3269.000000,-1339.000000,32.000000,r5,
r2,-3456.000000,-1792.000000,32.000000,r3,
l100,-3712.000000,-2816.000000,32.000000,l101,
l102,-3450.000000,-3450.000000,32.000000,l103,
l104,-2816.000000,-3712.000000,32.000000,l0,
l2,-1792.000000,-3712.000000,32.000000,l3,
l4,-1158.000000,-3450.000000,32.000000,l5,
l6,-896.000000,-2816.000000,32.000000,l7,
l8,-848.000000,-2059.000000,32.000000,l9,
l10,-501.000000,-1713.000000,32.000000,l11,
l12,256.000000,-1664.000000,32.000000,l13,
l14,709.000000,-1851.000000,32.000000,l15,
l16,896.000000,-2304.000000,32.000000,l17,
l18,964.000000,-3159.000000,32.000000,l19,
l20,1449.000000,-3644.000000,32.000000,l21,
l22,2816.000000,-3712.000000,32.000000,l23,
l24,3450.000000,-3450.000000,32.000000,l25,
l26,3712.000000,-2816.000000,32.000000,l27,
l28,3712.000000,-1792.000000,32.000000,l29,
l30,3450.000000,-1158.000000,32.000000,l31,
l32,2816.000000,-896.000000,32.000000,l33,
l34,1547.000000,-848.000000,32.000000,l35,
l36,1201.000000,-501.000000,32.000000,l37,
l38,1152.000000,256.000000,32.000000,l39,
l40,1339.000000,709.000000,32.000000,l41,
l42,1792.000000,896.000000,32.000000,l43,
l44,3159.000000,964.000000,32.000000,l45,
l46,3644.000000,1449.000000,32.000000,l47,
l48,3712.000000,2816.000000,32.000000,l49,
l50,3450.000000,3450.000000,32.000000,l51,
l52,2816.000000,3712.000000,32.000000,l53,
l54,1792.000000,3712.000000,32.000000,l55,
l56,1158.000000,3450.000000,32.000000,l57,
l58,896.000000,2816.000000,32.000000,l59,
l60,848.000000,1547.000000,32.000000,l61,
l62,501.000000,1201.000000,32.000000,l63,
l64,-256.000000,1152.000000,32.000000,l65,
l66,-709.000000,1339.000000,32.000000,l67,
l68,-896.000000,1792.000000,32.000000,l69,
l70,-964.000000,3159.000000,32.000000,l71,
l72,-1449.000000,3644.000000,32.000000,l73,
l74,-2816.000000,3712.000000,32.000000,l75,
l76,-3450.000000,3450.000000,32.000000,l77,
l78,-3712.000000,2816.000000,32.000000,l79,
l80,-3712.000000,1792.000000,32.000000,l81,
l82,-3450.000000,1158.000000,32.000000,l83,
l84,-2816.000000,896.000000,32.000000,l85,
l86,-2059.000000,848.000000,32.000000,l87,
l88,-1713.000000,501.000000,32.000000,l89,
l90,-1664.000000,-256.000000,32.000000,l91,
l92,-1851.000000,-709.000000,32.000000,l93,
l94,-2304.000000,-896.000000,32.000000,l95,
l96,-3159.000000,-964.000000,32.000000,l97,
l98,-3644.000000,-1449.000000,32.000000,l99,
l99,-3712.000000,-1792.000000,32.000000,l100,
l97,-3450.000000,-1158.000000,32.000000,l98,
l95,-2816.000000,-896.000000,32.000000,l96,
l93,-2059.000000,-847.000000,32.000000,l94,
l91,-1712.000000,-501.000000,32.000000,l92,
l89,-1664.000000,256.000000,32.000000,l90,
l87,-1851.000000,709.000000,32.000000,l88,
l85,-2304.000000,896.000000,32.000000,l86,
l83,-3159.000000,964.000000,32.000000,l84,
l81,-3644.000000,1449.000000,32.000000,l82,
l79,-3712.000000,1824.000000,32.000000,l80,l-a4
l77,-3644.000000,3159.000000,32.000000,l78,
l75,-3159.000000,3644.000000,32.000000,l76,
l73,-1792.000000,3712.000000,32.000000,l74,
l71,-1158.000000,3450.000000,32.000000,l72,
l69,-896.000000,2816.000000,32.000000,l70,
l67,-847.000000,1547.000000,32.000000,l68,
l65,-501.000000,1200.000000,32.000000,l66,
l63,256.000000,1152.000000,32.000000,l64,
l61,709.000000,1339.000000,32.000000,l62,
l59,896.000000,1792.000000,32.000000,l60,
l57,964.000000,3159.000000,32.000000,l58,
l55,1449.000000,3644.000000,32.000000,l56,
l53,1824.000000,3712.000000,32.000000,l54,l-a3-1
l51,3159.000000,3644.000000,32.000000,l52,
l49,3644.000000,3159.000000,32.000000,l50,
l47,3712.000000,1792.000000,32.000000,l48,
l45,3450.000000,1158.000000,32.000000,l46,
l43,2816.000000,896.000000,32.000000,l44,
l41,1547.000000,847.000000,32.000000,l42,
l39,1200.000000,501.000000,32.000000,l40,
l37,1152.000000,-256.000000,32.000000,l38,
l35,1339.000000,-709.000000,32.000000,l36,
l33,1792.000000,-896.000000,32.000000,l34,
l31,3159.000000,-964.000000,32.000000,l32,
l29,3644.000000,-1449.000000,32.000000,l30,
l27,3712.000000,-1824.000000,32.000000,l28,l-a2-1
l25,3644.000000,-3159.000000,32.000000,l26,
l23,3159.000000,-3644.000000,32.000000,l24,
l21,1792.000000,-3712.000000,32.000000,l22,
l19,1158.000000,-3450.000000,32.000000,l20,
l17,896.000000,-2816.000000,32.000000,l18,
l15,847.000000,-2059.000000,32.000000,l16,
l13,501.000000,-1712.000000,32.000000,l14,
l11,-256.000000,-1664.000000,32.000000,l12,
l9,-709.000000,-1851.000000,32.000000,l10,
l7,-896.000000,-2304.000000,32.000000,l8,
