id,x,y,z,standAttack
2,85.917686,278.217224,170.031250,0
2,42.132141,226.673630,170.031250,0
2,183.092514,298.267029,170.031250,0
2,455.592590,785.964355,170.031250,1
2,-32.162273,636.068176,170.031250,0
2,171.909866,785.031128,170.031250,0
2,152.302841,692.227295,170.031250,0
2,-62.043442,541.335144,170.031250,0
2,216.720078,921.888184,178.654755,1
2,-140.121704,628.370667,170.031250,0
2,-161.780182,550.080566,170.031250,0
2,321.320862,976.444275,170.031250,1
2,311.583893,1097.967407,170.031250,0
2,534.345215,1054.572388,170.031250,1
2,505.044617,937.681213,170.031250,1
2,225.458710,1108.744141,170.031250,0
2,56.654953,655.856018,170.031250,1
2,123.959686,620.520996,170.031250,1
2,18.683071,602.722900,170.031250,1
2,310.974213,358.082489,170.031250,0
2,268.219818,750.025879,170.031250,0
2,-364.567200,596.805237,170.031250,0
2,-359.140564,473.879639,170.031250,0
2,-237.672470,514.914490,170.031250,0
2,-234.130768,623.714722,170.031250,0
2,424.743378,709.680237,170.031250,1
2,379.000854,649.667725,170.031250,1
2,517.581787,874.276123,170.031250,1
2,386.640747,1031.231079,170.031250,0
2,131.052246,1093.930664,170.031250,0
5,-647.104431,-436.093323,170.031250,0
5,-360.828735,38.612576,170.031250,0
5,-441.152618,75.885498,170.031250,0
5,-369.724945,127.612099,170.031250,0
5,-371.357819,258.745392,170.031250,0
5,-466.057678,-114.035858,170.031250,0
5,-449.889313,-23.545313,170.031250,0
5,-796.744751,-503.132233,170.031250,0
5,-877.026306,-211.237091,170.031250,0
5,-441.776825,-488.974396,170.031250,0
5,-527.521851,-358.511078,172.058807,1
5,-601.902405,-365.580170,170.031250,1
5,-727.319336,-406.871796,170.031250,1
5,-905.895264,-443.030823,170.031250,1
5,-716.740173,-493.320221,170.031250,0
5,-781.814026,-417.264557,170.031250,1
5,-438.597748,360.379578,170.031250,0
5,-446.787720,-374.571991,170.031250,0
5,-373.284668,-451.850037,170.031250,0
5,-844.589539,-444.252289,170.031250,1
5,-738.586914,-138.443024,170.031250,0
5,-818.121948,-143.582611,170.031250,0
5,-871.991638,-58.081699,170.031250,0
5,-622.382263,-155.933716,170.031250,0
5,-430.369995,238.743500,170.031250,0
5,-558.534241,-431.609039,170.031250,0
5,-871.080994,-525.907166,170.031250,0
5,-526.127075,-97.686806,170.031250,0
5,-367.761200,350.664917,170.031250,0
5,-652.968750,-379.469330,170.031250,1
6,1079.429199,1190.099243,586.031250,1
6,952.031250,1405.032104,586.031250,1
6,952.031250,1250.597168,586.031250,1
6,1018.179077,1152.031250,586.031250,1
6,996.652954,1197.968994,586.031250,1
7,948.609924,628.958557,370.031250,1
7,1040.122803,684.141418,370.031250,0
7,1125.106934,654.473877,370.031250,0
7,952.741821,689.679443,370.031250,1
7,1036.334351,615.699829,370.031250,0
8,566.430542,200.599594,566.031250,1
8,562.031250,-196.617020,566.031250,1
8,624.497192,263.992157,566.031250,1
8,562.004395,60.013088,566.031250,1
8,566.113464,-92.568062,566.031250,1
9,-127.947655,-296.362061,638.031250,1
9,61.955933,-296.031250,638.031250,1
9,-151.515396,-366.658966,638.031250,1
9,-51.290600,-296.031250,638.031250,1
9,-99.406975,-424.742371,638.031250,1
9,-151.968750,-438.727692,638.031250,1
10,-191.968750,-1177.911987,578.031250,1
10,-191.972412,-980.579773,578.031250,1
10,-141.861221,-1022.035522,578.031250,1
10,-150.055481,-1078.987793,578.031250,1
10,-191.968750,-1048.569702,578.031250,1
10,-191.968750,-1111.886108,578.031250,1
11,-323.685913,-898.859314,330.031250,0
11,-651.862854,-1015.865845,330.031250,0
11,-457.663605,-965.487061,330.031250,0
11,-434.510132,-861.668030,330.031250,0
11,-788.011719,-1021.767639,330.031250,1
11,-548.506165,-908.719604,330.031250,0
12,-630.547852,-1950.044556,570.031250,1
12,-604.074158,-1904.000244,570.031250,1
12,-725.873169,-1904.031250,570.031250,1
12,-561.198425,-1951.775879,570.031250,1
12,-693.402344,-1951.286987,570.031250,1
12,-431.886108,-1961.126953,570.031250,1
12,-473.774902,-1904.000244,570.031250,1
12,-483.598572,-1958.963013,570.031250,1
12,-536.757202,-1904.000244,570.031250,1
12,-415.183929,-1904.000244,570.031250,1
12,-667.831604,-1904.000244,570.031250,1
13,-1216.031250,-944.031250,510.031250,1
13,-1217.283081,-1004.878784,510.031250,1
13,-1287.455933,-944.016296,510.031250,1
13,-1360.538940,-944.370728,510.031250,1
14,107.166603,361.858063,170.031250,0
14,-234.552444,168.084946,170.031250,1
14,-158.864395,-125.077927,170.031250,0
14,-329.871735,-49.729076,170.031250,0
14,-231.636719,311.821075,170.031250,1
14,-240.483932,422.497864,170.031250,1
14,-313.865295,-244.027496,170.031250,1
14,-388.902466,-247.193588,170.031250,1
14,-23.759312,143.704987,179.599442,0
14,-92.392830,214.759384,177.663605,0
14,-228.943390,81.234428,170.031250,1
14,-178.215561,429.222961,170.031250,1
14,-68.809601,431.572662,170.031250,1
14,-127.282127,419.968750,170.031250,1
14,8.314928,433.229248,170.031250,1
14,-383.469299,-48.816013,170.031250,0
14,-772.178894,-270.634521,170.031250,0
14,7.141533,539.656921,171.282852,0
14,-240.852707,366.256775,170.031250,1
14,-455.464111,165.814941,170.031250,0
14,-137.206543,69.165619,174.986938,0
14,-71.045609,-66.849670,170.031250,0
14,-147.473160,-39.201324,170.031250,0
14,-221.164124,261.040161,170.031250,1
14,205.811005,551.268127,170.031250,0
14,-48.550312,288.216675,170.031250,0
14,68.683464,431.598541,172.164642,1
14,-158.638962,316.078186,170.031250,0
14,-97.602303,343.150879,170.031250,0
14,15.226499,360.168976,170.031250,0
14,-231.091721,11.685751,170.031250,1
14,214.498764,467.182129,170.031250,0
14,-22.730186,32.350582,170.031250,0
15,-334.010651,1084.669312,378.031250,0
15,-380.675659,997.825989,378.031250,0
15,-458.550720,1050.161377,378.031250,0
15,-502.333191,980.209900,378.031250,0
15,-567.662354,1069.424561,378.031250,0
15,-707.390381,531.311951,378.031250,0
15,-844.338196,520.106323,378.031250,0
15,-697.724548,922.962036,378.031250,0
15,-116.358376,1121.854004,378.031250,0
15,-90.680038,1030.125244,378.031250,0
15,-947.710022,637.686035,378.031250,0
15,-924.805359,460.677582,378.031250,0
15,-761.167297,410.124542,378.031250,0
15,-689.476074,305.437714,378.031250,0
15,-851.480469,356.802307,378.031250,0
15,-794.189148,612.830872,378.031250,0
15,-374.063507,900.546143,378.031250,0
15,-790.429749,162.888718,378.031250,0
15,-852.377991,158.611603,378.031250,0
15,-929.883606,153.458023,378.031250,0
15,-971.117310,232.961563,378.031250,0
15,-883.101135,249.214783,378.031250,0
15,-795.857971,251.989899,378.031250,0
15,-891.880859,935.053772,378.031250,0
15,-901.548462,855.234985,378.031250,0
15,-887.008423,739.146362,378.031250,0
15,-786.898621,770.355042,378.031250,0
15,-732.283569,996.138245,378.031250,0
15,-794.057251,883.519226,378.031250,0
15,-575.384644,835.483765,378.031250,0
15,-446.760315,824.955688,378.031250,0
15,-307.093567,819.417969,378.031250,0
15,-212.718567,922.082520,378.031250,0
15,-230.022949,1038.607056,378.031250,0
16,-242.992813,1093.479492,218.031250,0
16,-154.887222,1130.650024,218.031250,0
16,-154.534637,1061.528931,218.031250,0
16,-145.689056,976.453125,218.031250,0
16,-138.045685,911.799194,218.031250,0
16,-141.554077,818.684448,218.031250,0
16,-69.816261,814.559509,218.031250,0
16,-73.988281,889.495483,218.031250,0
16,-78.521416,983.294006,218.031250,0
16,-79.372696,1061.251221,218.031250,0
16,-642.090759,1045.921387,218.031250,0
16,-637.856201,963.768311,218.031250,0
16,-496.783783,1109.342407,218.031250,0
16,-513.212341,991.643127,218.031250,0
16,-402.387177,862.898804,218.031250,1
16,-406.835358,966.462341,218.031250,0
16,-384.481079,1059.290771,218.031250,0
16,-314.104370,1104.160278,218.031250,0
16,-319.957947,1015.705200,218.031250,0
16,-311.652771,927.206299,218.031250,0
16,-331.910492,816.649841,218.031250,0
16,-250.864014,807.452393,218.031250,0
