6,-3329.000000,1183.000000,-1.000000,-2815.000000,1409.000000,321.000000
30,-961.000000,-961.000000,-1.000000,961.000000,961.000000,129.000000
1,-3841.000000,-3457.000000,-1.000000,-2303.000000,-2303.000000,321.000000
9,-1121.000000,2815.000000,-1.000000,-511.000000,3329.000000,321.000000
2,-2561.000000,-1793.000000,-1.000000,-2335.000000,-1279.000000,321.000000
3,-1985.000000,-1665.000000,-1.000000,-1791.000000,-1407.000000,321.000000
4,-2177.000000,-1025.000000,-1.000000,-1279.000000,-767.000000,321.000000
5,-2561.000000,-257.000000,-1.000000,-2303.000000,257.000000,321.000000
7,-3329.000000,2367.000000,-1.000000,-2815.000000,2689.000000,321.000000
10,1951.000000,2815.000000,-1.000000,2561.000000,3329.000000,321.000000
11,2815.000000,1663.000000,-1.000000,3329.000000,1889.000000,321.000000
12,1791.000000,1407.000000,-1.000000,1985.000000,1665.000000,321.000000
13,1279.000000,767.000000,-1.000000,2177.000000,1025.000000,321.000000
14,2303.000000,-385.000000,-1.000000,2689.000000,385.000000,321.000000
15,2815.000000,-1409.000000,-1.000000,3329.000000,-1183.000000,321.000000
16,2303.000000,-2817.000000,-1.000000,3841.000000,-2303.000000,321.000000
17,-993.000000,-993.000000,-1.000000,993.000000,-607.000000,321.000000
8,-3777.000000,2367.000000,575.000000,-2367.000000,3777.000000,897.000000
