1,559.000000,2287.000000,-321.000000,913.000000,2769.000000,-175.000000
2,1695.000000,2335.000000,-321.000000,1761.000000,2625.000000,-127.000000
3,2751.000000,2463.000000,-321.000000,2849.000000,2817.000000,-111.000000
4,3127.000000,1663.000000,-321.000000,3201.000000,1953.000000,-127.000000
5,2703.000000,1023.000000,-321.000000,2785.000000,1281.000000,-127.000000
6,3071.000000,447.000000,-321.000000,3457.000000,513.000000,-127.000000
7,2271.000000,415.000000,-321.000000,2369.000000,769.000000,-127.000000
8,1087.000000,911.000000,-321.000000,1153.000000,1249.000000,-127.000000
9,447.000000,911.000000,-185.000000,513.000000,1249.000000,9.000000
10,-239.000000,519.000000,-311.000000,-191.000000,577.000000,-85.000000
11,-239.000000,447.000000,-311.000000,241.000000,497.000000,-127.000000
12,-129.000000,-129.000000,-769.000000,129.000000,129.000000,-703.000000
13,-129.000000,-129.000000,-2145.000000,129.000000,129.000000,-2047.000000
14,607.000000,-257.000000,-2177.000000,737.000000,257.000000,-2015.000000
15,1471.000000,-385.000000,-2177.000000,1985.000000,-255.000000,-2015.000000
16,1983.000000,-1793.000000,-2177.000000,2145.000000,-1279.000000,-2015.000000
17,2847.000000,-2273.000000,-2177.000000,3297.000000,-2175.000000,-2015.000000
18,1999.000000,-3713.000000,-2337.000000,2161.000000,-2303.000000,-2031.000000
19,975.000000,-3713.000000,-2337.000000,1137.000000,-2303.000000,-2031.000000
20,-49.000000,-3713.000000,-2337.000000,113.000000,-2303.000000,-2031.000000
21,-1201.000000,-3713.000000,-2337.000000,-1039.000000,-2303.000000,-2031.000000
22,-2273.000000,-2785.000000,-2209.000000,-1567.000000,-2319.000000,-2031.000000
23,-2305.000000,-1281.000000,-2369.000000,-1791.000000,-1215.000000,-2175.000000
24,-1793.000000,15.000000,-2369.000000,-1279.000000,145.000000,-2239.000000
25,-2113.000000,1663.000000,-2369.000000,-959.000000,2241.000000,-2175.000000
50,-129.000000,-129.000000,-633.000000,129.000000,129.000000,-599.000000
51,2447.000000,-3713.000000,-2337.000000,2561.000000,-2303.000000,-2031.000000
52,-1793.000000,-3201.000000,-2209.000000,-1695.000000,-2815.000000,-2031.000000
100,-2433.000000,1215.000000,-2369.000000,-639.000000,2689.000000,-2111.000000
500,-1873.000000,2863.000000,-2369.000000,-1199.000000,3265.000000,-2175.000000
