id,x,y,z,standAttack
1,-1736.845093,663.447449,-53.968750,0
1,-1687.031616,473.101654,-53.968750,1
1,-2039.083008,516.597290,-53.968750,0
1,-1829.943726,501.242096,-53.968750,0
1,-1677.417847,542.094299,-53.968750,1
1,-1521.938965,523.787415,-53.968750,1
1,-1584.626709,622.682190,-53.968750,1
1,-1662.060059,602.398682,-53.968750,1
1,-2105.323486,442.335815,-53.968750,0
1,-1678.482300,735.011658,-53.968750,1
1,-1538.464722,599.960266,-53.968750,1
1,-1445.972290,549.968445,-53.968750,1
1,-1430.072632,615.204285,-53.968750,1
1,-1774.814941,585.300842,-53.968750,1
2,-1462.623779,-200.049500,0.706598,0
2,-1713.661255,417.693726,-53.968750,0
2,-1473.341431,316.366699,-53.968750,0
2,-1586.175049,448.607269,-53.968750,1
2,-1631.211792,493.284576,-53.968750,0
2,-1598.603271,698.674805,-53.968750,0
2,-1702.651611,822.500183,-53.968750,0
2,-1597.482056,61.221241,-42.838524,0
2,-1839.150879,408.346527,-53.968750,1
2,-1468.704468,491.878510,-53.968750,0
2,-1680.608154,675.488159,-53.968750,0
2,-1824.212158,643.978394,-53.968750,0
2,-1593.390991,550.511414,-53.968750,0
2,-1685.828369,268.677032,-53.968750,0
2,-1452.553955,-66.524239,-21.547611,0
2,-1554.786621,780.748657,-53.968750,0
2,-1491.620483,622.544800,-53.968750,0
2,-1517.410889,700.999695,-53.968750,0
2,-1641.107300,784.908020,-53.968750,0
2,-1747.678711,778.952026,-53.968750,0
2,-1804.997681,727.245300,-53.968750,0
3,-1391.968750,-147.649628,170.031250,1
3,-1391.968750,-74.463905,170.031250,1
4,-1514.781372,-732.385132,250.031250,1
4,-1434.910278,-735.943542,250.031250,1
4,-1359.931885,-739.477783,250.031250,1
6,-107.968750,20.015854,202.031250,1
6,-50.154179,20.031250,202.031250,1
6,24.231398,20.031250,202.031250,1
6,82.997971,20.453869,202.031250,1
7,802.580566,-12.364814,106.031250,0
7,724.352112,-174.390350,106.031242,0
7,485.487610,-201.626266,90.423302,0
7,735.102783,-269.878754,106.031250,0
7,868.860962,-322.255798,106.031250,0
7,860.874023,282.045563,106.031250,0
7,775.085571,184.819855,106.031250,0
7,782.262451,99.504829,106.031250,0
7,847.581177,94.128792,106.031250,0
7,850.867493,681.493958,106.031250,0
7,891.126709,-239.687012,106.031250,0
7,813.492798,-251.983154,106.031250,0
7,803.919983,-136.130234,106.031250,0
7,794.845642,315.175476,106.031250,0
7,410.335724,-121.523338,85.055313,0
7,751.276794,414.129425,106.031250,0
7,862.572510,508.233795,106.031250,0
7,941.092407,679.416321,106.031250,0
7,322.025024,784.902222,106.031250,0
7,947.151550,551.982300,106.031250,0
7,906.231506,418.279480,106.031250,0
7,544.790649,559.619385,106.031250,0
7,374.433716,628.011658,106.031250,0
7,423.223724,535.469604,106.031250,0
7,885.181091,-105.024399,106.031250,0
7,618.823608,-217.820190,99.947304,0
7,632.406311,-116.646942,100.917496,0
7,502.058258,-81.210487,91.606918,0
7,472.049652,605.026917,106.031250,0
7,629.378418,522.747314,106.031250,0
7,333.178345,974.776978,106.031250,0
7,914.989380,265.831482,106.031250,0
7,881.380859,618.964722,106.031250,0
8,-477.074219,-358.238892,202.031250,0
8,-369.433441,-56.899139,202.031250,0
8,-301.610931,-43.723427,202.031250,0
8,-301.506195,-102.883385,202.031250,0
8,-305.935852,-221.261688,202.031250,0
8,-539.582092,-444.270355,202.031250,0
