waveID,spawnPoint,startTime,endTime,intervalTime,zombi,zombiRatio,eventmessage
1,1,0,3600,0,17,1,
1,2,0,3600,0,1,1,
1,3,0,3600,0,2,1,
1,4,0,3600,0,3,1,
1,5,0,3600,0,4,1,
1,6,0,3600,0,5,1,
1,7,0,3600,0,6,1,
1,8,0,3600,0,7,1,
1,9,0,3600,0,8,1,
1,10,0,3600,0,9,1,
1,11,0,3600,0,10,1,
1,12,0,3600,0,11,1,
1,13,0,3600,0,12,1,
2,14,0,3600,0,13,1,
2,15,0,3600,0,14,1,
2,16,0,3600,0,1,1,
2,17,0,3600,0,15,1,
2,18,0,3600,0,3,1,
2,19,0,3600,0,4,1,
2,20,0,3600,0,5,1,
2,21,0,3600,0,6,1,
2,22,0,3600,0,15,1,
3,23,0,3600,0,8,1,
3,24,0,3600,0,34,1,
3,25,0,3600,0,35,1,
3,26,0,3600,0,36,1,
3,27,0,3600,0,12,1,
3,28,0,3600,0,11,1,
3,29,0,3600,0,37,1,
3,30,0,3600,0,1,1,
3,31,0,3600,0,38,1,
3,32,0,3600,0,3,1,
3,33,0,3600,0,39,1,
3,34,0,3600,0,5,1,
3,35,0,3600,0,6,1,
3,36,0,3600,0,15,1,
3,37,0,3600,0,8,1,
3,38,0,3600,0,9,1,
4,8,0,3600,0,15,1,
4,9,0,3600,0,15,1,
4,10,0,3600,0,16,1,
4,11,0,3600,0,15,1,
4,12,0,3600,0,15,1,
4,13,0,3600,0,11,1,
4,14,0,3600,0,12,1,
4,15,0,3600,0,11,1,
4,16,0,3600,0,16,1,
5,39,0,3600,0,16,1,
5,40,0,3600,0,16,1,
5,41,0,3600,0,16,1,
5,42,0,3600,0,16,1,
5,43,0,3600,0,16,1,
5,44,0,3600,0,16,1,
5,45,0,3600,0,33,1,
5,46,0,3600,0,7,1,
6,47,0,3600,0,1,1,
6,48,0,3600,0,2,1,
6,49,0,3600,0,3,1,
6,50,0,3600,0,4,1,
6,51,0,3600,0,5,1,
6,52,0,3600,0,6,1,
6,53,0,3600,0,7,1,
6,54,0,3600,0,8,1,
6,55,0,3600,0,9,1,
6,56,0,3600,0,10,1,
6,57,0,3600,0,11,1,
6,58,0,3600,0,12,1,
6,59,0,3600,0,13,1,
6,61,0,3600,0,1,1,
6,62,0,3600,0,2,1,
6,63,0,3600,0,3,1,
6,64,0,3600,0,4,1,
6,65,0,3600,0,5,1,
6,66,0,3600,0,6,1,
6,67,0,3600,0,7,1,
6,68,0,3600,0,8,1,
6,69,0,3600,0,9,1,
6,70,0,3600,0,10,1,
7,60,0,3600,0,14,1,
7,81,0,3600,0,40,1,
7,82,0,3600,0,41,1,
7,83,0,3600,0,40,1,
7,84,0,3600,0,41,1,
7,85,0,3600,0,40,1,
7,86,0,3600,0,41,1,
7,87,0,3600,0,40,1,
7,88,0,3600,0,41,1,
7,89,0,3600,0,40,1,
7,90,0,3600,0,41,1,
8,46,0,3600,0,14,1,
8,65,0,3600,0,14,1,
8,67,0,3600,0,14,1,
8,71,0,3600,0,42,1,
8,72,0,3600,0,43,1,
8,73,0,3600,0,42,1,
8,74,0,3600,0,43,1,
8,75,0,3600,0,42,1,
8,76,0,3600,0,43,1,
8,77,0,3600,0,42,1,
8,78,0,3600,0,43,1,
8,79,0,3600,0,42,1,
8,80,0,3600,0,43,1,
9,91,0,3600,0,7,1,
9,92,0,3600,0,8,1,
9,93,0,3600,0,9,1,
9,94,0,3600,0,10,1,
9,95,0,3600,0,11,1,
9,96,0,3600,0,12,1,
9,97,0,3600,0,13,1,
9,98,0,3600,0,14,1,
9,99,0,3600,0,1,1,
9,100,0,3600,0,2,1,
9,101,0,3600,0,3,1,
9,102,0,3600,0,4,1,
9,103,0,3600,0,5,1,
9,104,0,3600,0,6,1,
10,105,0,3600,0,7,1,
10,106,0,3600,0,8,1,
10,107,0,3600,0,9,1,
10,108,0,3600,0,10,1,
10,109,0,3600,0,11,1,
10,110,0,3600,0,12,1,
10,111,0,3600,0,13,1,
10,112,0,3600,0,14,1,
10,113,0,3600,0,1,1,
10,114,0,3600,0,2,1,
10,115,0,3600,0,3,1,
10,116,0,3600,0,4,1,
10,117,0,3600,0,5,1,
10,118,0,3600,0,6,1,
10,119,0,3600,0,7,1,
10,120,0,3600,0,8,1,
10,121,0,3600,0,9,1,
10,122,0,3600,0,10,1,
10,123,0,3600,0,11,1,
10,124,0,3600,0,12,1,
10,125,0,3600,0,13,1,
10,126,0,3600,0,14,1,
10,127,0,3600,0,1,1,
10,128,0,3600,0,2,1,
11,129,0,120,30,32,1,
11,130,0,120,30,18,1,
11,131,0,120,0,19,1,
11,132,0,120,30,20,1,
11,133,0,120,30,21,1,
11,134,0,120,30,22,1,
11,135,0,120,30,32,1,
11,136,0,120,30,24,1,
11,137,0,120,30,25,1,
11,138,0,120,0,26,1,
11,139,0,120,30,27,1,
11,140,0,120,30,28,1,
