P,1,-2822,804,-16,0,0,0,2
P,1,-2824,614,-16,0,0,0,2
P,1,-2824,456,-16,0,0,0,2
P,1,-2820,270,-16,0,0,0,2
P,1,-2638,278,-16,0,0,0,2
P,1,-2642,464,-16,0,0,0,2
P,1,-2642,622,-16,0,0,0,2
P,1,-2640,812,-16,0,0,0,2
P,1,-2450,272,-16,0,0,0,2
P,1,-2454,458,-16,0,0,0,2
P,1,-2454,616,-16,0,0,0,2
P,1,-2452,806,-16,0,0,0,2
P,2,2180,-170,212,0,0,0,2
P,2,2286,-168,212,0,0,0,2
P,2,2394,-168,212,0,0,0,2
P,2,2496,-166,212,0,0,0,2
P,2,2594,-166,212,0,0,0,2
P,2,2182,-268,212,0,0,0,2
P,2,2288,-268,212,0,0,0,2
P,2,2396,-264,212,0,0,0,2
P,2,2492,-264,212,0,0,0,2
P,2,2596,-260,212,0,0,0,2
P,2,2186,-372,212,0,0,0,2
P,2,2290,-374,212,0,0,0,2
P,2,2402,-368,212,0,0,0,2
P,2,2506,-368,212,0,0,0,2
P,2,2598,-364,212,0,0,0,2
Z,200,160,-122,108,0,0,0,1
Z,201,326,870,140,0,0,0,1
Z,202,264,872,140,0,0,0,1
Z,203,326,810,140,0,0,0,1
Z,10,-1836,762,-4,0,0,0,1
Z,204,264,810,140,0,0,0,1
Z,11,-1756,764,-4,0,0,0,1
Z,205,202,748,140,0,0,0,1
Z,206,140,748,140,0,0,0,1
Z,13,-1838,836,-4,0,0,0,1
Z,207,204,662,140,0,0,0,1
Z,14,-1756,836,-4,0,0,0,1
Z,208,140,664,140,0,0,0,1
Z,15,-1568,58,16,0,0,0,1
Z,209,208,580,140,0,0,0,1
Z,16,-1496,58,16,0,0,0,1
Z,210,144,580,140,0,0,0,1
Z,17,-1568,-48,42,0,0,0,1
Z,18,-1496,-48,42,0,0,0,1
Z,20,-1342,-580,72,0,0,0,1
Z,21,-1270,-580,72,0,0,0,1
Z,22,-1342,-650,72,0,0,0,1
Z,23,-1270,-650,72,0,0,0,1
Z,24,-1200,-650,72,0,0,0,1
Z,25,-1200,-582,72,0,0,0,1
Z,26,-1116,-632,72,0,0,0,1
Z,27,-1112,-702,72,0,0,0,1
Z,28,-1044,-632,72,0,0,0,1
Z,29,-1040,-702,72,0,0,0,1
Z,30,-1216,-448,240,0,0,0,1
Z,40,-1350,-848,288,0,0,0,1
Z,41,-1422,-848,288,0,0,0,1
Z,42,-1486,-848,288,0,0,0,1
Z,50,-242,-584,234,0,0,0,1
Z,51,-242,-522,234,0,0,0,1
Z,52,-242,-458,234,0,0,0,1
Z,53,-320,-502,234,0,0,0,1
Z,54,-320,-438,234,0,0,0,1
Z,55,-320,-376,234,0,0,0,1
Z,250,-650,2498,660,0,0,0,1
Z,60,90,334,238,0,0,0,1
Z,61,22,364,238,0,0,0,1
Z,62,-60,364,238,0,0,0,1
Z,63,-134,346,238,0,0,0,1
Z,71,316,-366,172,0,0,0,1
Z,72,356,-414,172,0,0,0,1
Z,73,270,-418,172,0,0,0,1
Z,74,908,-508,164,0,0,0,1
Z,75,882,-586,164,0,0,0,1
Z,76,954,-588,164,0,0,0,1
Z,77,956,-672,164,0,0,0,1
Z,78,882,-674,164,0,0,0,1
Z,90,1858,-256,312,0,0,0,1
Z,91,1872,-180,312,0,0,0,1
Z,92,1992,-192,328,0,0,0,1
Z,93,2078,-190,328,0,0,0,1
Z,94,2078,-302,328,0,0,0,1
Z,95,2078,-374,328,0,0,0,1
Z,96,290,-810,162,0,0,0,1
Z,97,230,-810,162,0,0,0,1
Z,98,162,-810,162,0,0,0,1
Z,100,1696,686,380,0,0,0,1
Z,101,1748,628,380,0,0,0,1
Z,102,1696,562,380,0,0,0,1
Z,103,1750,498,380,0,0,0,1
Z,104,1698,432,380,0,0,0,1
Z,105,1750,360,380,0,0,0,1
Z,300,-108,1052,340,0,0,0,1
Z,301,-1446,1274,8,0,0,0,1
Z,302,-1514,1274,8,0,0,0,1
Z,303,-1586,1274,8,0,0,0,1
Z,110,1598,2104,216,0,0,0,1
Z,304,-1476,1204,8,0,0,0,1
Z,111,1598,2192,216,0,0,0,1
Z,305,-1548,1204,8,0,0,0,1
Z,112,1692,2104,216,0,0,0,1
Z,306,-1704,1276,8,0,0,0,1
Z,113,1692,2194,216,0,0,0,1
Z,307,-1772,1276,8,0,0,0,1
Z,114,1966,2192,216,0,0,0,1
Z,308,-1844,1276,8,0,0,0,1
Z,115,2048,2194,216,0,0,0,1
Z,309,-1734,1206,8,0,0,0,1
Z,116,1968,2102,216,0,0,0,1
Z,310,-1806,1206,8,0,0,0,1
Z,117,2050,2104,216,0,0,0,1
Z,118,2568,1380,214,0,0,0,1
Z,119,2638,1380,214,0,0,0,1
Z,120,2568,1312,214,0,0,0,1
Z,121,2638,1314,214,0,0,0,1
Z,122,2568,1250,214,0,0,0,1
Z,123,2934,1062,224,0,0,0,1
Z,124,2934,992,224,0,0,0,1
Z,125,2934,914,224,0,0,0,1
Z,126,3398,720,224,0,0,0,1
Z,127,3328,720,224,0,0,0,1
Z,128,3254,720,224,0,0,0,1
Z,129,3398,796,224,0,0,0,1
Z,130,1240,174,340,0,0,0,1
Z,131,1206,206,340,0,0,0,1
Z,132,1206,262,340,0,0,0,1
Z,133,1206,316,340,0,0,0,1
Z,140,1128,816,496,0,0,0,1
Z,141,1126,758,496,0,0,0,1
Z,142,1126,698,496,0,0,0,1
Z,150,1108,-26,288,0,0,0,1
