P,1,-976.000000,1936.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,1,-1264.000000,1936.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,1,-1168.000000,1936.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,1,-1072.000000,1936.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,1,-1264.000000,1840.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,1,-1168.000000,1840.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,1,-1072.000000,1840.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,1,-976.000000,1840.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,1,-1216.000000,1744.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,1,-1024.000000,1744.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,101,-768.000000,-496.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,101,-672.000000,-400.000000,80.000000,0.000000,225.000000,0.000000,2,0
P,101,-768.000000,-400.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,101,-864.000000,-400.000000,80.000000,0.000000,315.000000,0.000000,2,0
P,101,-864.000000,-496.000000,80.000000,0.000000,0.000000,0.000000,2,0
P,101,-672.000000,-496.000000,80.000000,0.000000,180.000000,0.000000,2,0
P,101,-672.000000,-592.000000,80.000000,0.000000,135.000000,0.000000,2,0
P,101,-768.000000,-592.000000,80.000000,0.000000,90.000000,0.000000,2,0
P,101,-864.000000,-592.000000,80.000000,0.000000,45.000000,0.000000,2,0
P,102,-2336.000000,-1056.000000,80.000000,0.000000,315.000000,0.000000,2,0
P,102,-2336.000000,-1152.000000,80.000000,0.000000,0.000000,0.000000,2,0
P,102,-2336.000000,-1248.000000,80.000000,0.000000,45.000000,0.000000,2,0
P,102,-2240.000000,-1248.000000,80.000000,0.000000,90.000000,0.000000,2,0
P,102,-2240.000000,-1152.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,102,-2240.000000,-1056.000000,80.000000,0.000000,270.000000,0.000000,2,0
P,102,-2144.000000,-1056.000000,80.000000,0.000000,225.000000,0.000000,2,0
P,102,-2144.000000,-1152.000000,80.000000,0.000000,180.000000,0.000000,2,0
P,102,-2144.000000,-1248.000000,80.000000,0.000000,135.000000,0.000000,2,0
P,103,292.000000,-920.000000,48.000000,0.000000,0.000000,0.000000,2,0
P,103,292.000000,-788.000000,48.000000,0.000000,0.000000,0.000000,2,0
P,103,292.000000,-854.000000,48.000000,0.000000,0.000000,0.000000,2,0
P,103,292.000000,-986.000000,48.000000,0.000000,0.000000,0.000000,2,0
P,103,292.000000,-1052.000000,48.000000,0.000000,0.000000,0.000000,2,0
P,103,292.000000,-920.000000,128.000000,0.000000,0.000000,0.000000,2,0
P,103,292.000000,-788.000000,128.000000,0.000000,0.000000,0.000000,2,0
P,103,292.000000,-854.000000,128.000000,0.000000,0.000000,0.000000,2,0
P,103,292.000000,-986.000000,128.000000,0.000000,0.000000,0.000000,2,0
P,103,292.000000,-1052.000000,128.000000,0.000000,0.000000,0.000000,2,0
Z,16,-1328.000000,-640.000000,456.000000,0.000000,90.000000,0.000000,1,0
Z,80,2056.000000,-1616.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,24,-1080.000000,-544.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,88,2248.000000,-1696.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,18,-1328.000000,-720.000000,456.000000,0.000000,90.000000,0.000000,1,0
Z,82,2056.000000,-1696.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,20,-1520.000000,-720.000000,456.000000,0.000000,90.000000,0.000000,1,0
Z,84,2248.000000,-1536.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,19,-1424.000000,-720.000000,456.000000,0.000000,90.000000,0.000000,1,0
Z,83,2168.000000,-1536.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,21,-1080.000000,-304.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,85,2168.000000,-1616.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,23,-1080.000000,-464.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,87,2168.000000,-1696.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,22,-1080.000000,-384.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,86,2248.000000,-1616.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,15,-1328.000000,-560.000000,456.000000,0.000000,90.000000,0.000000,1,0
Z,79,1976.000000,-1616.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,17,-1424.000000,-640.000000,456.000000,0.000000,90.000000,0.000000,1,0
Z,81,1976.000000,-1696.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,59,-600.000000,-1688.000000,472.000000,0.000000,90.000000,0.000000,1,0
Z,58,-704.000000,-1664.000000,412.000000,0.000000,90.000000,0.000000,1,0
Z,60,-520.000000,-1712.000000,472.000000,0.000000,90.000000,0.000000,1,0
Z,73,1784.000000,-1536.000000,104.000000,0.000000,90.000000,0.000000,1,0
Z,52,-2000.000000,-1808.000000,352.000000,0.000000,90.000000,0.000000,1,0
Z,51,-2000.000000,-1728.000000,352.000000,0.000000,90.000000,0.000000,1,0
Z,56,-960.000000,-1808.000000,232.000000,0.000000,90.000000,0.000000,1,0
Z,55,-1056.000000,-1808.000000,232.000000,0.000000,90.000000,0.000000,1,0
Z,26,-1080.000000,-704.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,25,-1080.000000,-624.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,28,-992.000000,-928.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,27,-992.000000,-848.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,30,-752.000000,-1144.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,29,-832.000000,-1144.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,31,-672.000000,-1144.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,32,-592.000000,-1144.000000,496.000000,0.000000,0.000000,0.000000,1,0
Z,63,-464.000000,-880.000000,432.000000,0.000000,0.000000,0.000000,1,0
Z,62,-384.000000,-800.000000,432.000000,0.000000,0.000000,0.000000,1,0
Z,61,-464.000000,-800.000000,432.000000,0.000000,0.000000,0.000000,1,0
