1,-1337.000000,-2121.000000,-385.000000,-1159.000000,-1727.000000,-127.000000
2,-2361.000000,-2593.000000,-129.000000,-2119.000000,-2367.000000,-7.000000
3,-2937.000000,-2809.000000,-97.000000,-2695.000000,-2431.000000,25.000000
4,-3585.000000,-577.000000,-53.000000,-3071.000000,-319.000000,161.000000
5,-2497.000000,255.000000,-65.000000,-1791.000000,961.000000,97.000000
6,-1409.000000,-833.000000,-65.000000,-895.000000,-319.000000,97.000000
7,-257.000000,191.000000,-65.000000,513.000000,961.000000,97.000000
8,-1345.000000,1247.000000,-33.000000,-1023.000000,1537.000000,97.000000
9,447.000000,2495.000000,-33.000000,641.000000,2753.000000,97.000000
10,1535.000000,1983.000000,-33.000000,1793.000000,2241.000000,97.000000
11,2303.000000,1727.000000,-33.000000,2561.000000,1985.000000,97.000000
12,2815.000000,2687.000000,-97.000000,3201.000000,2945.000000,97.000000
13,2063.000000,2687.000000,-33.000000,2289.000000,2945.000000,97.000000
14,1791.000000,1487.000000,127.000000,2049.000000,1729.000000,257.000000
15,2303.000000,639.000000,-33.000000,2561.000000,897.000000,97.000000
16,2815.000000,1.000000,35.000000,3073.000000,257.000000,257.000000
17,2655.000000,831.000000,127.000000,2977.000000,1153.000000,289.000000
18,1855.000000,639.000000,-33.000000,2273.000000,897.000000,257.000000
19,1503.000000,-545.000000,-33.000000,2049.000000,1.000000,97.000000
20,2495.000000,-1217.000000,-33.000000,2881.000000,-831.000000,97.000000
21,1855.000000,-2241.000000,-33.000000,2241.000000,-1855.000000,97.000000
22,927.000000,-2337.000000,-33.000000,1249.000000,-2015.000000,289.000000
23,415.000000,-2849.000000,-33.000000,1761.000000,-1503.000000,97.000000
50,-2129.000000,-3041.000000,-385.000000,-383.000000,-1471.000000,-319.000000
500,927.000000,-2337.000000,-33.000000,1249.000000,-2015.000000,33.000000
