x,y,z,pitch,yaw,roll,type,useCount,difficulty,model
-1888.000000,-2368.000000,64.000000,0.000000,180.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-1895.000000,-2424.000000,64.000000,0.000000,-90.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
-1898.000000,-2482.000000,76.000000,0.000000,90.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
-2328.000000,-1384.000000,64.000000,0.000000,90.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-2384.000000,-1377.000000,64.000000,0.000000,180.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
-2442.000000,-1374.000000,76.000000,0.000000,0.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
-920.000000,496.000000,64.000000,0.000000,-90.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-864.000000,489.000000,64.000000,0.000000,0.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
-806.000000,486.000000,76.000000,0.000000,180.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
-788.000000,2241.000000,64.000000,0.000000,-135.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-753.000000,2196.000000,64.000000,0.000000,-45.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
-714.000000,2154.000000,76.000000,0.000000,135.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
-703.000000,3476.000000,64.000000,0.000000,135.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
-748.000000,3441.000000,64.000000,0.000000,-135.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
-790.000000,3402.000000,76.000000,0.000000,45.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
788.000000,3391.000000,640.000000,0.000000,45.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
753.000000,3436.000000,640.000000,0.000000,135.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
714.000000,3478.000000,652.000000,0.000000,-45.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
703.000000,2156.000000,640.000000,0.000000,-45.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
748.000000,2191.000000,640.000000,0.000000,45.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
790.000000,2230.000000,652.000000,0.000000,-135.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
864.000000,276.000000,640.000000,0.000000,180.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
857.000000,220.000000,640.000000,0.000000,-90.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
854.000000,162.000000,652.000000,0.000000,90.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
2080.000000,-1680.000000,64.000000,0.000000,180.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
2073.000000,-1736.000000,64.000000,0.000000,-90.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
2070.000000,-1794.000000,76.000000,0.000000,90.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
2528.000000,-1800.000000,64.000000,0.000000,0.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
2535.000000,-1744.000000,64.000000,0.000000,90.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
2538.000000,-1686.000000,76.000000,0.000000,-90.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
602.000000,-2764.000000,64.000000,0.000000,180.000000,0.000000,1,1,3,models/bg_medibox_group.mdl
595.000000,-2812.000000,64.000000,0.000000,-90.000000,0.000000,3,-1,3,models/bg_ammobox_group.mdl
592.000000,-2864.000000,76.000000,0.000000,90.000000,0.000000,2,-1,3,models/bg_armorbox_group.mdl
