-603.169800,639.963135,283.031250
-654.731995,1109.637207,282.031250
-140.373566,1045.390747,244.031250
-155.721893,931.564636,244.031250
-706.642273,153.763504,244.031250
-840.251465,178.050674,244.031250
-151.661148,886.322998,404.031250
-703.074768,242.695602,404.031250
-366.118835,369.976959,196.031250
-145.951767,528.699707,196.031250
-742.250000,-248.099228,196.031250
374.574585,1055.148315,196.031250
145.321533,1007.858826,196.031250
140.189926,584.558716,196.031250
-363.373718,-42.122173,196.031250
-804.220642,-38.435856,196.031250
29.154167,999.117371,392.031250
-794.389221,31.878582,392.031250
