waveID,spawnPoint,startTime,endTime,intervalTime,zombi,zombiRatio,eventmessage
1,1101,0,1800,1,5,1,
1,1102,0,1800,1,13,1,
1,1103,0,1800,1,21,1,
1,1104,0,1800,1,29,1,
1,1105,0,1800,1,38,1,
1,1106,0,1800,1,49,1,
1,1107,0,1800,1,55,1,
1,1108,0,1800,1,59,1,
2,1101,0,1800,1,6,1,
2,1102,0,1800,1,14,1,
2,1103,0,1800,1,22,1,
2,1104,0,1800,1,30,1,
2,1105,0,1800,1,37,1,
2,1106,0,1800,1,49,1,
2,1107,0,1800,1,54,1,
2,1108,0,1800,1,58,1,
3,1109,0,1800,1,6,1,
3,1110,0,1800,1,14,1,
3,1111,0,1800,1,22,1,
3,1112,0,1800,1,30,1,
3,1113,0,1800,1,37,1,
3,1114,0,1800,1,49,1,
3,1115,0,1800,1,54,1,
3,1116,0,1800,1,58,1,
4,1109,0,1800,1,5,1,
4,1110,0,1800,1,13,1,
4,1111,0,1800,1,21,1,
4,1112,0,1800,1,29,1,
4,1113,0,1800,1,38,1,
4,1114,0,1800,1,49,1,
4,1115,0,1800,1,55,1,
4,1116,0,1800,1,59,1,
5,2101,0,1800,1,5,1,
5,2102,0,1800,1,13,1,
5,2103,0,1800,1,21,1,
5,2104,0,1800,1,29,1,
5,2105,0,1800,1,38,1,
5,2106,0,1800,1,49,1,
5,2107,0,1800,1,55,1,
5,2108,0,1800,1,59,1,
6,2101,0,1800,1,6,1,
6,2102,0,1800,1,14,1,
6,2103,0,1800,1,22,1,
6,2104,0,1800,1,30,1,
6,2105,0,1800,1,37,1,
6,2106,0,1800,40,501,1,
6,2107,0,1800,1,54,1,
6,2108,0,1800,1,58,1,
7,2109,0,1800,1,6,1,
7,2110,0,1800,1,14,1,
7,2111,0,1800,1,22,1,
7,2112,0,1800,1,30,1,
7,2113,0,1800,1,37,1,
7,2114,0,1800,40,503,1,
7,2115,0,1800,1,54,1,
7,2116,0,1800,1,58,1,
8,2109,0,1800,1,5,1,
8,2110,0,1800,1,13,1,
8,2111,0,1800,1,21,1,
8,2112,0,1800,1,29,1,
8,2113,0,1800,1,38,1,
8,2114,0,1800,1,49,1,
8,2115,0,1800,1,55,1,
8,2116,0,1800,1,59,1,
9,3109,0,1800,1,5,1,
9,3110,0,1800,1,13,1,
9,3111,0,1800,1,21,1,
9,3112,0,1800,1,29,1,
9,3113,0,1800,1,38,1,
9,3114,0,1800,1,49,1,
9,3115,0,1800,1,55,1,
9,3116,0,1800,1,59,1,
10,3109,0,1800,1,6,1,
10,3110,0,1800,1,14,1,
10,3111,0,1800,1,22,1,
10,3112,0,1800,1,30,1,
10,3113,0,1800,1,37,1,
10,3114,0,1800,40,501,1,
10,3115,0,1800,1,54,1,
10,3116,0,1800,1,58,1,
11,3101,0,1800,1,6,1,
11,3102,0,1800,1,14,1,
11,3103,0,1800,1,22,1,
11,3104,0,1800,1,30,1,
11,3105,0,1800,1,37,1,
11,3106,0,1800,40,503,1,
11,3107,0,1800,1,54,1,
11,3108,0,1800,1,58,1,
12,3101,0,1800,1,5,1,
12,3102,0,1800,1,13,1,
12,3103,0,1800,1,21,1,
12,3104,0,1800,1,29,1,
12,3105,0,1800,1,38,1,
12,3106,0,1800,1,49,1,
12,3107,0,1800,1,55,1,
12,3108,0,1800,1,59,1,
13,4101,0,1800,1,5,1,
13,4102,0,1800,1,13,1,
13,4103,0,1800,1,21,1,
13,4104,0,1800,1,29,1,
13,4105,0,1800,1,38,1,
13,4106,0,1800,1,49,1,
13,4107,0,1800,1,55,1,
13,4108,0,1800,1,59,1,
14,4101,0,1800,1,6,1,
14,4102,0,1800,1,14,1,
14,4103,0,1800,1,22,1,
14,4104,0,1800,1,30,1,
14,4105,0,1800,1,37,1,
14,4106,0,1800,40,501,1,
14,4107,0,1800,1,54,1,
14,4108,0,1800,1,58,1,
15,4109,0,1800,1,6,1,
15,4110,0,1800,1,14,1,
15,4111,0,1800,1,22,1,
15,4112,0,1800,1,30,1,
15,4113,0,1800,1,37,1,
15,4114,0,1800,40,503,1,
15,4115,0,1800,1,54,1,
15,4116,0,1800,1,58,1,
16,4109,0,1800,1,5,1,
16,4110,0,1800,1,13,1,
16,4111,0,1800,1,21,1,
16,4112,0,1800,1,29,1,
16,4113,0,1800,1,38,1,
16,4114,0,1800,1,49,1,
16,4115,0,1800,1,55,1,
16,4116,0,1800,1,59,1,
17,5101,0,1800,1,5,1,
17,5102,0,1800,1,13,1,
17,5103,0,1800,1,21,1,
17,5104,0,1800,1,29,1,
17,5105,0,1800,1,38,1,
17,5106,0,1800,1,49,1,
17,5107,0,1800,1,55,1,
17,5108,0,1800,1,59,1,
18,5101,0,1800,1,6,1,
18,5102,0,1800,1,14,1,
18,5103,0,1800,1,22,1,
18,5104,0,1800,1,30,1,
18,5105,0,1800,1,37,1,
18,5106,0,1800,40,501,1,
18,5107,0,1800,1,54,1,
18,5108,0,1800,1,58,1,
19,5109,0,1800,1,6,1,
19,5110,0,1800,1,14,1,
19,5111,0,1800,1,22,1,
