P,1,1792.000000,2048.000000,48.000000,0.000000,45.000000,0.000000,2
P,1,2304.000000,1536.000000,48.000000,0.000000,225.000000,0.000000,2
P,1,2176.000000,1664.000000,48.000000,0.000000,225.000000,0.000000,2
P,1,2048.000000,1536.000000,48.000000,0.000000,180.000000,0.000000,2
P,1,1792.000000,1536.000000,48.000000,0.000000,135.000000,0.000000,2
P,1,1920.000000,1920.000000,48.000000,0.000000,45.000000,0.000000,2
P,1,1792.000000,1792.000000,48.000000,0.000000,90.000000,0.000000,2
P,1,2304.000000,1792.000000,48.000000,0.000000,270.000000,0.000000,2
P,1,2048.000000,2048.000000,48.000000,0.000000,0.000000,0.000000,2
P,1,2304.000000,2048.000000,48.000000,0.000000,315.000000,0.000000,2
P,105,-768.000000,-704.000000,128.000000,0.000000,0.000000,0.000000,2
P,105,256.000000,-1024.000000,128.000000,0.000000,180.000000,0.000000,2
P,105,256.000000,-704.000000,128.000000,0.000000,180.000000,0.000000,2
P,105,128.000000,-512.000000,128.000000,0.000000,90.000000,0.000000,2
P,105,256.000000,-320.000000,128.000000,0.000000,180.000000,0.000000,2
P,105,256.000000,0.000000,128.000000,0.000000,180.000000,0.000000,2
P,105,-768.000000,0.000000,128.000000,0.000000,0.000000,0.000000,2
P,105,-768.000000,-320.000000,128.000000,0.000000,0.000000,0.000000,2
P,105,-640.000000,-512.000000,128.000000,0.000000,90.000000,0.000000,2
P,105,-768.000000,-1024.000000,128.000000,0.000000,0.000000,0.000000,2
P,2,2560.000000,-3392.000000,48.000000,0.000000,0.000000,0.000000,2
P,2,2848.000000,-2656.000000,48.000000,0.000000,0.000000,0.000000,2
P,2,3008.000000,-2944.000000,48.000000,0.000000,0.000000,0.000000,2
P,2,2880.000000,-2944.000000,48.000000,0.000000,0.000000,0.000000,2
P,2,2848.000000,-3232.000000,48.000000,0.000000,0.000000,0.000000,2
P,2,2272.000000,-3232.000000,48.000000,0.000000,0.000000,0.000000,2
P,2,2112.000000,-2944.000000,48.000000,0.000000,0.000000,0.000000,2
P,2,2240.000000,-2944.000000,48.000000,0.000000,0.000000,0.000000,2
P,2,2272.000000,-2656.000000,48.000000,0.000000,0.000000,0.000000,2
P,2,2560.000000,-2496.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-2592.000000,-2272.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-2304.000000,-2112.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-2624.000000,-2560.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-2016.000000,-2272.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-1856.000000,-2560.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-1984.000000,-2560.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-2016.000000,-2848.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-2304.000000,-3008.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-2592.000000,-2848.000000,48.000000,0.000000,0.000000,0.000000,2
P,3,-2752.000000,-2560.000000,48.000000,0.000000,0.000000,0.000000,2
P,4,-3072.000000,2432.000000,48.000000,0.000000,45.000000,0.000000,2
P,4,-2048.000000,2176.000000,48.000000,0.000000,315.000000,0.000000,2
P,4,-2048.000000,2432.000000,48.000000,0.000000,315.000000,0.000000,2
P,4,-2048.000000,2688.000000,48.000000,0.000000,315.000000,0.000000,2
P,4,-2304.000000,2688.000000,48.000000,0.000000,0.000000,0.000000,2
P,4,-2560.000000,2432.000000,48.000000,0.000000,0.000000,0.000000,2
P,4,-2560.000000,2688.000000,48.000000,0.000000,315.000000,0.000000,2
P,4,-2816.000000,2688.000000,48.000000,0.000000,315.000000,0.000000,2
P,4,-3072.000000,2688.000000,48.000000,0.000000,45.000000,0.000000,2
P,4,-3072.000000,2176.000000,48.000000,0.000000,45.000000,0.000000,2
P,5,128.000000,-512.000000,48.000000,0.000000,90.000000,0.000000,2
P,5,256.000000,-1024.000000,48.000000,0.000000,180.000000,0.000000,2
P,5,256.000000,-704.000000,48.000000,0.000000,180.000000,0.000000,2
P,5,256.000000,-320.000000,48.000000,0.000000,180.000000,0.000000,2
P,5,256.000000,0.000000,48.000000,0.000000,180.000000,0.000000,2
P,5,-768.000000,0.000000,48.000000,0.000000,0.000000,0.000000,2
P,5,-768.000000,-320.000000,48.000000,0.000000,0.000000,0.000000,2
P,5,-640.000000,-512.000000,48.000000,0.000000,90.000000,0.000000,2
P,5,-768.000000,-704.000000,48.000000,0.000000,0.000000,0.000000,2
P,5,-768.000000,-1024.000000,48.000000,0.000000,0.000000,0.000000,2
P,101,1792.000000,1536.000000,128.000000,0.000000,135.000000,0.000000,2
P,101,2048.000000,2048.000000,128.000000,0.000000,0.000000,0.000000,2
P,101,2304.000000,2048.000000,128.000000,0.000000,315.000000,0.000000,2
P,101,2304.000000,1792.000000,128.000000,0.000000,270.000000,0.000000,2
P,101,2304.000000,1536.000000,128.000000,0.000000,225.000000,0.000000,2
P,101,2176.000000,1664.000000,128.000000,0.000000,225.000000,0.000000,2
P,101,2048.000000,1536.000000,128.000000,0.000000,180.000000,0.000000,2
P,101,1920.000000,1920.000000,128.000000,0.000000,45.000000,0.000000,2
P,101,1792.000000,1792.000000,128.000000,0.000000,90.000000,0.000000,2
P,101,1792.000000,2048.000000,128.000000,0.000000,45.000000,0.000000,2
P,104,-2560.000000,2432.000000,128.000000,0.000000,0.000000,0.000000,2
P,104,-2048.000000,2176.000000,128.000000,0.000000,315.000000,0.000000,2
P,104,-2048.000000,2432.000000,128.000000,0.000000,315.000000,0.000000,2
P,104,-2048.000000,2688.000000,128.000000,0.000000,315.000000,0.000000,2
