P,0,-408,352,-448,0,0,0,2
P,0,-208,352,-448,0,0,0,2
P,0,224,352,-448,0,0,0,2
P,0,384,352,-448,0,0,0,2
P,0,400,-408,-448,0,0,0,2
P,0,256,-416,-448,0,0,0,2
P,0,-224,-416,-448,0,0,0,2
P,0,-416,-416,-448,0,0,0,2
P,0,-456,-16,-448,0,0,0,2
P,0,440,-24,-448,0,0,0,2
P,0,296,-24,-448,0,0,0,2
P,0,-280,-16,-448,0,0,0,2
Z,0,-800,-278,-152,0,0,0,1
Z,1,-440,736,-158,0,270,0,1
Z,2,-360,736,-158,0,270,0,1
Z,3,-280,736,-158,0,270,0,1
Z,4,-200,736,-158,0,270,0,1
Z,5,-120,736,-158,0,270,0,1
Z,6,-40,736,-158,0,270,0,1
Z,7,-16,818,-158,0,270,0,1
Z,8,64,818,-158,0,270,0,1
Z,9,144,818,-158,0,270,0,1
Z,10,224,818,-158,0,270,0,1
Z,11,304,818,-158,0,270,0,1
Z,12,384,818,-158,0,270,0,1
Z,13,1018,408,18,0,180,0,1
Z,14,1018,328,18,0,180,0,1
Z,15,1018,248,18,0,180,0,1
Z,16,1018,168,18,0,180,0,1
Z,17,1018,88,18,0,180,0,1
Z,18,1018,8,18,0,180,0,1
Z,19,1226,188,18,0,180,0,1
Z,20,1226,108,18,0,180,0,1
Z,21,1226,28,18,0,180,0,1
Z,22,1226,-52,18,0,180,0,1
Z,23,1226,-132,18,0,180,0,1
Z,24,1226,-212,18,0,180,0,1
Z,25,-776,-974,34,0,90,0,1
Z,26,-696,-974,34,0,90,0,1
Z,27,-616,-974,34,0,90,0,1
Z,28,-536,-974,34,0,90,0,1
Z,29,-456,-974,34,0,90,0,1
Z,30,-376,-974,34,0,90,0,1
Z,31,232,-920,48,0,90,0,1
Z,32,314,-922,48,0,90,0,1
Z,33,388,-922,48,0,90,0,1
Z,34,194,-998,48,0,90,0,1
Z,35,274,-998,48,0,90,0,1
Z,36,354,-998,48,0,90,0,1
Z,37,-720,88,-152,0,0,0,1
Z,38,-720,12,-152,0,0,0,1
Z,39,-720,-68,-152,0,0,0,1
Z,40,-718,-148,-152,0,0,0,1
Z,41,-720,-232,-152,0,0,0,1
Z,42,-720,-322,-152,0,0,0,1
Z,43,-800,132,-152,0,0,0,1
Z,44,-800,52,-152,0,0,0,1
Z,45,-800,-28,-152,0,0,0,1
Z,46,-800,-108,-152,0,0,0,1
Z,47,-800,-188,-152,0,0,0,1
Z,48,-724,-160,-396,0,0,0,1
Z,49,-804,-160,-396,0,0,0,1
Z,50,-720,126,-396,0,0,0,1
Z,51,-800,124,-396,0,0,0,1
Z,100,-250,812,-90,0,270,0,1
Z,101,268,724,-90,0,270,0,1
Z,102,1230,402,96,0,180,0,1
Z,103,1020,-150,96,0,180,0,1
Z,104,-196,-970,104,0,90,0,1
Z,105,-70,-970,104,0,90,0,1
Z,106,-622,-404,-90,0,0,0,1
Z,107,-744,-404,-90,0,0,0,1
