0,-2961,-3073,-1753,-1967,-2095,-1655
1,807,-1625,-2049,913,-1023,-1903
2,1167,-1649,-2049,1497,-1423,-1903
3,1495,-889,-2049,2137,-823,-1915
4,1495,-315,-2049,1985,-171,-1903
5,1487,1105,-2049,2169,1239,-1903
6,655,1287,-1849,821,1481,-1687
7,-155,1791,-1849,65,1921,-1687
8,-385,1511,-1849,-255,1633,-1687
9,-193,495,-1849,-31,625,-1687
10,-1281,63,-1689,-1087,385,-1487
11,-2369,63,-1689,-2175,257,-1487
12,-1281,1183,-1689,-1087,1377,-1375
13,-2241,1343,-1773,-2047,1537,-1393
14,-2145,2439,-1845,-1695,2729,-1603
15,-2145,2439,-1845,-1695,2729,-1603
17,1497,1263,-2049,2165,1475,-1903
18,-385,1247,-1849,-255,1409,-1703
19,-1729,831,-1689,-1503,993,-1543
20,-2961,-3073,-1753,-1967,-2095,-1655
