id,x,y,z,standAttack
1,-45.649036,1211.891357,1194.031250,0
1,-601.936218,1117.907837,1194.031250,1
1,-518.028748,1113.828857,1194.031250,1
2,41.124115,1222.815308,1194.031250,0
2,520.848450,1124.983398,1194.031250,1
2,594.914856,1122.008911,1194.031250,1
3,-604.329102,1137.010376,1002.031250,1
3,-522.080078,1142.728516,1002.031250,1
3,-35.893520,981.764771,1002.031250,0
4,526.940552,1129.461670,1002.031250,1
4,598.536316,1135.584106,1002.031250,1
4,43.950993,978.521057,1002.031250,0
5,-441.011475,806.404358,586.031250,1
5,-867.226990,768.161194,586.031250,1
5,-536.962769,811.254578,586.031250,0
5,-632.974670,803.066833,586.031250,0
5,-896.449585,681.999817,586.031250,0
5,-795.158569,770.395996,586.031250,0
6,81.037148,797.985046,586.031250,0
6,340.514496,804.949524,586.031250,0
6,201.063477,802.692261,586.031250,0
6,-86.882385,800.877075,586.031250,0
6,-212.462234,801.253357,586.031250,0
6,-325.281555,801.664124,586.031250,0
7,898.145508,675.127808,586.031250,0
7,512.531738,808.827332,586.031250,0
7,588.943054,804.624695,586.031250,0
7,824.910950,749.103638,586.031250,0
7,711.184326,797.292908,586.031250,1
8,-559.003784,826.601318,298.031250,0
8,-476.252228,825.307190,298.031250,0
8,-507.425812,886.387451,298.031250,1
8,-53.130013,737.200684,298.031250,0
8,-973.845703,721.706238,298.031250,0
9,50.449783,727.076904,298.031250,0
9,968.597656,701.090271,298.031250,0
9,560.001526,826.946045,298.031250,0
9,471.533356,826.270386,298.031250,0
9,522.963806,903.336914,298.031250,1
10,-157.608704,387.654602,12.341188,0
10,-835.924316,512.414795,42.031250,0
10,-5.373574,390.888611,26.031250,0
10,-716.549438,672.807617,42.031250,0
10,-394.208557,720.240356,42.031250,0
10,-503.723755,354.788422,10.031249,1
11,-0.966490,210.198914,10.581940,0
11,145.886856,364.657318,14.946044,0
11,856.215332,492.914429,42.031250,0
11,731.117981,700.416016,42.031250,0
11,417.755768,697.187134,42.031250,0
11,530.097595,318.296356,10.031249,1
